DTXSID,PREFERRED NAME,casrn,INCHIKEY,IUPAC NAME,smiles,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays,predictions_model2
DTXSID3025178,"1,3-Diphenylguanidine",102-06-7,OWRCNXZUPFZXOS-UHFFFAOYSA-N,"N,N'-Diphenylguanidine",N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,"InChI=1S/C13H13N3/c14-13(15-11-7-3-1-4-8-11)16-12-9-5-2-6-10-12/h1-10H,(H3,14,15,16)",C13H13N3,211.268,211.110947,157,28.0,150.0,603.0,2,113/906,12.0,906.0,Inactive
DTXSID3020916,"1,5-Naphthalenediamine",2243-62-1,KQSABULTKYLFEV-UHFFFAOYSA-N,"Naphthalene-1,5-diamine",NC1=CC=CC2=C(N)C=CC=C12,"InChI=1S/C10H10N2/c11-9-5-1-3-7-8(9)4-2-6-10(7)12/h1-6H,11-12H2",C10H10N2,158.204,158.084398,117,33.0,136.0,,2,117/938,12.0,938.0,Inactive
DTXSID6029670,Bis(4-amino-3-methylcyclohexyl)methane,6864-37-5,IGSBHTZEJMPDSZ-UHFFFAOYSA-N,"4,4'-Methylenebis(2-methylcyclohexan-1-amine)",CC1CC(CC2CCC(N)C(C)C2)CCC1N,"InChI=1S/C15H30N2/c1-10-7-12(3-5-14(10)16)9-13-4-6-15(17)11(2)8-13/h10-15H,3-9,16-17H2,1-2H3",C15H30N2,238.419,238.240899,83,6.0,75.0,23.0,1,31/235,13.0,235.0,Inactive
DTXSID3022409,"4,4'-Sulfonyldiphenol",80-09-1,VPWNQTHUCYMVMZ-UHFFFAOYSA-N,"4,4'-Sulfonyldiphenol",OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(O)C=C1,"InChI=1S/C12H10O4S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8,13-14H",C12H10O4S,250.27,250.029980,155,47.0,149.0,,2,73/558,13.0,558.0,Inactive
DTXSID3032464,Profenofos,41198-08-7,QYMMJNLHFKGANY-UHFFFAOYSA-N,O-(4-Bromo-2-chlorophenyl) O-ethyl S-propyl phosphorothioate,CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1,"InChI=1S/C11H15BrClO3PS/c1-3-7-18-17(14,15-4-2)16-11-6-5-9(12)8-10(11)13/h5-6,8H,3-4,7H2,1-2H3",C11H15BrClO3PS,373.63,371.935143,162,87.0,76.0,,2,139/1044,13.0,1044.0,Inhibitor_weak
DTXSID2023640,Terbinafine,91161-71-6,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,"(2E)-N,6,6-Trimethyl-N-[(naphthalen-1-yl)methyl]hept-2-en-4-yn-1-amine",CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,"InChI=1S/C21H25N/c1-21(2,3)15-8-5-9-16-22(4)17-19-13-10-12-18-11-6-7-14-20(18)19/h5-7,9-14H,16-17H2,1-4H3/b9-5+",C21H25N,291.438,291.198700,88,1538.0,147.0,,2,30/235,13.0,235.0,Inhibitor_very weak
DTXSID0022725,Candesartan,139481-59-7,HTQMVQVXFRQIKW-UHFFFAOYSA-N,"2-Ethoxy-1-{[2'-(1H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl}-1H-benzimidazole-7-carboxylic acid",CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,"InChI=1S/C24H20N6O3/c1-2-33-24-25-20-9-5-8-19(23(31)32)21(20)30(24)14-15-10-12-16(13-11-15)17-6-3-4-7-18(17)22-26-28-29-27-22/h3-13H,2,14H2,1H3,(H,31,32)(H,26,27,28,29)",C24H20N6O3,440.463,440.159689,88,1667.0,187.0,,2,35/235,15.0,235.0,Inactive
DTXSID7044390,N-Methylhydrazinecarbothioamide,6610-29-3,PTVZQOAHCSKAAS-UHFFFAOYSA-N,N-Methylhydrazinecarbothioamide,CNC(=S)NN,"InChI=1S/C2H7N3S/c1-4-2(6)5-3/h3H2,1H3,(H2,4,5,6)",C2H7N3S,105.16,105.036068,73,,100.0,,1,66/431,15.0,431.0,Inhibitor_weak
DTXSID6021959,"2,4,6-Tribromophenol",118-79-6,BSWWXRFVMJHFBN-UHFFFAOYSA-N,"2,4,6-Tribromophenol",OC1=C(Br)C=C(Br)C=C1Br,"InChI=1S/C6H3Br3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",C6H3Br3O,330.801,327.773404,173,79.0,155.0,18.0,2,103/671,15.0,671.0,Inhibitor_very weak
DTXSID0051499,4-Vinylpyridine,100-43-6,KFDVPJUYSDEJTH-UHFFFAOYSA-N,4-Ethenylpyridine,C=CC1=CC=NC=C1,"InChI=1S/C7H7N/c1-2-7-3-5-8-6-4-7/h2-6H,1H2",C7H7N,105.14,105.057849,105,251.0,118.0,1.0,1,45/278,16.0,278.0,Inactive
DTXSID7027594,"C.I. Pigment Red 57, calcium salt (1:1)",5281-04-9,PZTQVMXMKVTIRC-UHFFFAOYSA-L,Calcium 3-hydroxy-4-[(4-methyl-2-sulfonatophenyl)diazenyl]naphthalene-2-carboxylate,[Ca++].CC1=CC(=C(C=C1)N=NC1=C(O)C(=CC2=C1C=CC=C2)C([O-])=O)S([O-])(=O)=O,"InChI=1S/C18H14N2O6S.Ca/c1-10-6-7-14(15(8-10)27(24,25)26)19-20-16-12-5-3-2-4-11(12)9-13(17(16)21)18(22)23;/h2-9,21H,1H3,(H,22,23)(H,24,25,26);/q;+2/p-2",C18H12CaN2O6S,424.44,424.004198,100,2.0,38.0,66.0,1,42/235,18.0,235.0,Inactive
DTXSID1025017,Dicumyl peroxide,80-43-3,XMNIXWIUMCBBBL-UHFFFAOYSA-N,"1,1'-[Peroxydi(propane-2,2-diyl)]dibenzene",CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C18H22O2/c1-17(2,15-11-7-5-8-12-15)19-20-18(3,4)16-13-9-6-10-14-16/h5-14H,1-4H3",C18H22O2,270.372,270.161980,141,21.0,88.0,25.0,2,166/861,19.0,861.0,Inhibitor_very weak
DTXSID5020281,1-Chloro-4-nitrobenzene,100-00-5,CZGCEKJOLUNIFY-UHFFFAOYSA-N,1-Chloro-4-nitrobenzene,[O-][N+](=O)C1=CC=C(Cl)C=C1,InChI=1S/C6H4ClNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,C6H4ClNO2,157.55,156.993056,162,97.0,149.0,2.0,2,15/855,2.0,855.0,Inactive
DTXSID4022991,Erythromycin,114-07-8,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-{[(2S,3R,4S,6R)-4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy}-14-ethyl-7,12,13-trihydroxy-4-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy}-3,
5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione (non-preferred name)",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,"InChI=1S/C37H67NO13/c1-14-25-37(10,45)30(41)20(4)27(39)18(2)16-35(8,44)32(51-34-28(40)24(38(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-26,28-32,34,40-42,44-45H,14-17H2,1-13H3/t18-,19-,20+,21+,22-,23+,24+,25-,26+,28-,29+,30-,31+,32-,34+,35-,36-,37-/m1/s1",C37H67NO13,733.937,733.461241,159,15323.0,235.0,6.0,1,19/881,2.0,881.0,Inactive
DTXSID0051944,"N,N-Dimethylacrylamide",2680-03-7,YLGYACDQVQQZSW-UHFFFAOYSA-N,"N,N-Dimethylprop-2-enamide",CN(C)C(=O)C=C,"InChI=1S/C5H9NO/c1-4-5(7)6(2)3/h4H,1H2,2-3H3",C5H9NO,99.133,99.068414,80,76.0,109.0,3.0,1,7/302,2.0,302.0,Inactive
DTXSID5025023,Dicyclopentadiene,77-73-6,HECLRDQVFMWTQS-UHFFFAOYSA-N,"3a,4,7,7a-Tetrahydro-1H-4,7-methanoindene",C1C=CC2C3CC(C=C3)C12,"InChI=1S/C10H12/c1-2-9-7-4-5-8(6-7)10(9)3-1/h1-2,4-5,7-10H,3,6H2",C10H12,132.206,132.093900,157,36.0,122.0,2.0,2,11/644,2.0,644.0,Inactive
DTXSID1020142,"6-Phenyl-1,3,5-triazine-2,4-diamine",91-76-9,GZVHEAJQGPRDLQ-UHFFFAOYSA-N,"6-Phenyl-1,3,5-triazine-2,4-diamine",NC1=NC(=NC(N)=N1)C1=CC=CC=C1,"InChI=1S/C9H9N5/c10-8-12-7(13-9(11)14-8)6-4-2-1-3-5-6/h1-5H,(H4,10,11,12,13,14)",C9H9N5,187.206,187.085795,111,1.0,136.0,,2,7/410,2.0,410.0,Inactive
DTXSID8026193,"1,2,3-Trichlorobenzene",87-61-6,RELMFMZEBKVZJC-UHFFFAOYSA-N,"1,2,3-Trichlorobenzene",ClC1=CC=CC(Cl)=C1Cl,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,C6H3Cl3,181.44,179.930033,168,77.0,151.0,13.0,1,17/908,2.0,908.0,Inactive
DTXSID1021378,Trichloroacetic acid,76-03-9,YNJBWRMUSHSURL-UHFFFAOYSA-N,Trichloroacetic acid,OC(=O)C(Cl)(Cl)Cl,"InChI=1S/C2HCl3O2/c3-2(4,5)1(6)7/h(H,6,7)",C2HCl3O2,163.38,161.904212,188,3055.0,225.0,55.0,1,18/848,2.0,848.0,Inactive
DTXSID5021124,Phenol,108-95-2,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Phenol,OC1=CC=CC=C1,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",C6H6O,94.113,94.041865,324,4884.0,578.0,1018.0,2,22/917,2.0,917.0,Inactive
DTXSID8027747,"2,2'-Azobis(2-methylbutanenitrile)",13472-08-7,AVTLBBWTUPQRAY-BUHFOSPRSA-N,"2,2'-[(E)-Diazenediyl]bis(2-methylbutanenitrile)",CCC(C)(\N=N\C(C)(CC)C#N)C#N,"InChI=1S/C10H16N4/c1-5-9(3,7-11)13-14-10(4,6-2)8-12/h5-6H2,1-4H3/b14-13+",C10H16N4,192.266,192.137497,78,,80.0,1.0,2,14/612,2.0,612.0,Inactive
DTXSID1026118,Tetralin,119-64-2,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,"1,2,3,4-Tetrahydronaphthalene",C1CCC2=C(C1)C=CC=C2,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",C10H12,132.206,132.093900,154,74.0,159.0,25.0,2,9/426,2.0,426.0,Inactive
DTXSID2022090,4-(2-Hydroxyethyl)morpholine,622-40-2,KKFDCBRMNNSAAW-UHFFFAOYSA-N,2-(Morpholin-4-yl)ethan-1-ol,OCCN1CCOCC1,"InChI=1S/C6H13NO2/c8-4-1-7-2-5-9-6-3-7/h8H,1-6H2",C6H13NO2,131.175,131.094629,93,,150.0,,2,11/612,2.0,612.0,Inactive
DTXSID4020371,Dapsone,80-08-0,MQJKPEGWNLWLTK-UHFFFAOYSA-N,"4,4'-Sulfonyldianiline",NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,"InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2",C12H12N2O2S,248.3,248.061949,179,4531.0,255.0,20.0,2,18/877,2.0,877.0,Inactive
DTXSID9045138,1-(3-Chlorophenyl)piperazine,6640-24-0,VHFVKMTVMIZMIK-UHFFFAOYSA-N,1-(3-Chlorophenyl)piperazine,ClC1=CC(=CC=C1)N1CCNCC1,"InChI=1S/C10H13ClN2/c11-9-2-1-3-10(8-9)13-6-4-12-5-7-13/h1-3,8,12H,4-7H2",C10H13ClN2,196.68,196.076726,84,761.0,153.0,,1,5/235,2.0,235.0,Inactive
DTXSID7024031,"(E)-1,2-Dichloroethylene",156-60-5,KFUSEUYYWQURPO-OWOJBTEDSA-N,"(E)-1,2-Dichloroethene",Cl\C=C\Cl,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+,C2H2Cl2,96.94,95.953356,165,120.0,111.0,93.0,1,7/432,2.0,432.0,Inactive
DTXSID2027591,2-Acrylamido-2-methylpropanesulphonate sodium salt,5165-97-9,FWFUWXVFYKCSQA-UHFFFAOYSA-M,Sodium 2-methyl-2-[(prop-2-enoyl)amino]propane-1-sulfonate,[Na+].CC(C)(CS([O-])(=O)=O)NC(=O)C=C,"InChI=1S/C7H13NO4S.Na/c1-4-6(9)8-7(2,3)5-13(10,11)12;/h4H,1,5H2,2-3H3,(H,8,9)(H,10,11,12);/q;+1/p-1",C7H12NNaO4S,229.23,229.038473,59,56.0,54.0,,1,4/235,2.0,235.0,Inactive
DTXSID8026307,"2,6-Dimethylaniline",87-62-7,UFFBMTHBGFGIHF-UHFFFAOYSA-N,"2,6-Dimethylaniline",CC1=CC=CC(C)=C1N,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",C8H11N,121.183,121.089149,167,58.0,169.0,9.0,2,15/881,2.0,881.0,Inactive
DTXSID8020913,Naphthalene,91-20-3,UFWIBTONFRDIAS-UHFFFAOYSA-N,Naphthalene,C1=CC2=CC=CC=C2C=C1,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,C10H8,128.174,128.062600,324,2280.0,247.0,1198.0,2,21/928,2.0,928.0,Inactive
DTXSID8022117,Amantadine,768-94-5,DKNWSYNQZKUICI-UHFFFAOYSA-N,Adamantan-1-amine,NC12CC3CC(CC(C3)C1)C2,"InChI=1S/C10H17N/c11-10-4-7-1-8(5-10)3-9(2-7)6-10/h7-9H,1-6,11H2",C10H17N,151.253,151.136100,124,3570.0,295.0,1.0,2,5/235,2.0,235.0,Inactive
DTXSID2021997,1-(2-Aminoethyl)piperazine,140-31-8,IMUDHTPIFIBORV-UHFFFAOYSA-N,2-(Piperazin-1-yl)ethan-1-amine,NCCN1CCNCC1,"InChI=1S/C6H15N3/c7-1-4-9-5-2-8-3-6-9/h8H,1-7H2",C6H15N3,129.207,129.126597,132,4.0,121.0,279.0,1,8/428,2.0,428.0,Inactive
DTXSID4027026,"N,N-Dimethyl-1-octadecanamine",124-28-7,NAPSCFZYZVSQHF-UHFFFAOYSA-N,"N,N-Dimethyloctadecan-1-amine",CCCCCCCCCCCCCCCCCCN(C)C,"InChI=1S/C20H43N/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(2)3/h4-20H2,1-3H3",C20H43N,297.571,297.339550,99,1.0,99.0,5.0,2,3/156,2.0,156.0,Inactive
DTXSID2025050,Diethylenetriamine,111-40-0,RPNUMPOLZDHAAY-UHFFFAOYSA-N,"N~1~-(2-Aminoethyl)ethane-1,2-diamine",NCCNCCN,"InChI=1S/C4H13N3/c5-1-3-7-4-2-6/h7H,1-6H2",C4H13N3,103.169,103.110947,160,170.0,135.0,859.0,1,9/426,2.0,426.0,Inactive
DTXSID3020833,Methyl tert-butyl ether,1634-04-4,BZLVMXJERCGZMT-UHFFFAOYSA-N,2-Methoxy-2-methylpropane,COC(C)(C)C,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",C5H12O,88.15,88.088815,216,984.0,425.0,693.0,2,5/235,2.0,235.0,Inactive
DTXSID5023792,4-Nitrotoluene,99-99-0,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,1-Methyl-4-nitrobenzene,CC1=CC=C(C=C1)[N+]([O-])=O,"InChI=1S/C7H7NO2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3",C7H7NO2,137.138,137.047678,175,63.0,157.0,3.0,2,19/853,2.0,853.0,Inactive
DTXSID5021411,Tris(2-chloroethyl) phosphate,115-96-8,HQUQLFOMPYWACS-UHFFFAOYSA-N,Tris(2-chloroethyl) phosphate,ClCCOP(=O)(OCCCl)OCCCl,"InChI=1S/C6H12Cl3O4P/c7-1-4-11-14(10,12-5-2-8)13-6-3-9/h1-6H2",C6H12Cl3O4P,285.48,283.953879,207,207.0,117.0,21.0,1,22/905,2.0,905.0,Inactive
DTXSID6020147,"1,2,3-Benzotriazole",95-14-7,QRUDEWIWKLJBPS-UHFFFAOYSA-N,1H-Benzotriazole,N1N=NC2=C1C=CC=C2,"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",C6H5N3,119.127,119.048347,189,310.0,264.0,109.0,2,17/851,2.0,851.0,Inactive
DTXSID0024761,3-Chloroaniline,108-42-9,PNPCRKVUWYDDST-UHFFFAOYSA-N,3-Chloroaniline,NC1=CC(Cl)=CC=C1,"InChI=1S/C6H6ClN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2",C6H6ClN,127.57,127.018877,134,35.0,173.0,1.0,2,8/406,2.0,406.0,Inactive
DTXSID5024926,"4,4'-Diamino-2,2'-stilbenedisulfonic acid",81-11-8,REJHVSOVQBJEBF-UHFFFAOYSA-N,"2,2'-(Ethene-1,2-diyl)bis(5-aminobenzene-1-sulfonic acid)",NC1=CC(=C(C=CC2=C(C=C(N)C=C2)S(O)(=O)=O)C=C1)S(O)(=O)=O,"InChI=1S/C14H14N2O6S2/c15-11-5-3-9(13(7-11)23(17,18)19)1-2-10-4-6-12(16)8-14(10)24(20,21)22/h1-8H,15-16H2,(H,17,18,19)(H,20,21,22)",C14H14N2O6S2,370.39,370.029329,79,21.0,44.0,,1,4/235,2.0,235.0,Inactive
DTXSID2027543,"N,N-Diethylhydroxylamine",3710-84-7,FVCOIAYSJZGECG-UHFFFAOYSA-N,N-Ethyl-N-hydroxyethanamine,CCN(O)CC,"InChI=1S/C4H11NO/c1-3-5(6)4-2/h6H,3-4H2,1-2H3",C4H11NO,89.138,89.084064,105,16.0,100.0,270.0,2,5/235,2.0,235.0,Inactive
DTXSID6020430,"1,2-Dichlorobenzene",95-50-1,RFFLAFLAYFXFSW-UHFFFAOYSA-N,"1,2-Dichlorobenzene",ClC1=C(Cl)C=CC=C1,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,C6H4Cl2,147.0,145.969006,232,151.0,265.0,197.0,2,15/853,2.0,853.0,Inactive
DTXSID8024600,Benzyltrimethylammonium chloride,56-93-9,KXHPPCXNWTUNSB-UHFFFAOYSA-M,"N,N,N-Trimethyl(phenyl)methanaminium chloride",[Cl-].C[N+](C)(C)CC1=CC=CC=C1,"InChI=1S/C10H16N.ClH/c1-11(2,3)9-10-7-5-4-6-8-10;/h4-8H,9H2,1-3H3;1H/q+1;/p-1",C10H16ClN,185.7,185.097127,100,20.0,128.0,,2,7/404,2.0,404.0,Inactive
DTXSID4041280,"4-Hydroxy-2,2,6,6-tetramethylpiperidin-1-yl)oxidanyl",2226-96-2,UZFMOKQJFYMBGY-UHFFFAOYSA-N,"(4-Hydroxy-2,2,6,6-tetramethylpiperidin-1-yl)oxidanyl",CC1(C)CC(O)CC(C)(C)N1[O],"InChI=1S/C9H18NO2/c1-8(2)5-7(11)6-9(3,4)10(8)12/h7,11H,5-6H2,1-4H3",C9H18NO2,172.248,172.133754,87,1160.0,82.0,,2,10/614,2.0,614.0,Inhibitor_strong
DTXSID7024873,Cyanuric acid,108-80-5,ZFSLODLOARCGLH-UHFFFAOYSA-N,"1,3,5-Triazine-2,4,6-triol",OC1=NC(O)=NC(O)=N1,"InChI=1S/C3H3N3O3/c7-1-4-2(8)6-3(9)5-1/h(H3,4,5,6,7,8,9)",C3H3N3O3,129.075,129.017441,168,266.0,178.0,33.0,2,13/852,2.0,852.0,Inactive
DTXSID2026606,"1,3-Di-o-tolylguanidine",97-39-2,OPNUROKCUBTKLF-UHFFFAOYSA-N,"N,N'-Bis(2-methylphenyl)guanidine",CC1=CC=CC=C1NC(=N)NC1=C(C)C=CC=C1,"InChI=1S/C15H17N3/c1-11-7-3-5-9-13(11)17-15(16)18-14-10-6-4-8-12(14)2/h3-10H,1-2H3,(H3,16,17,18)",C15H17N3,239.322,239.142248,99,239.0,129.0,3.0,2,5/235,2.0,235.0,Inactive
DTXSID3020415,"1,2-Dibromoethane",106-93-4,PAAZPARNPHGIKF-UHFFFAOYSA-N,"1,2-Dibromoethane",BrCCBr,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,C2H4Br2,187.862,185.867976,232,408.0,156.0,38.0,2,10/642,2.0,642.0,Inactive
DTXSID9023380,Norethindrone,68-22-4,VIKNJXKGJWUCNN-XGXHKTLJSA-N,17-Hydroxy-17alpha-19-norpregn-4-en-20-yn-3-one,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],"InChI=1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,12,15-18,22H,4-11H2,2H3/t15-,16+,17+,18-,19-,20-/m0/s1",C20H26O2,298.426,298.193280,156,4248.0,149.0,,1,193/988,20.0,988.0,Activator_strong
DTXSID0020523,"2,4-Dinitrophenol",51-28-5,UFBJCMHMOXMLKC-UHFFFAOYSA-N,"2,4-Dinitrophenol",OC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C6H4N2O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h1-3,9H",C6H4N2O5,184.107,184.012021,219,1694.0,183.0,24.0,1,167/832,20.0,832.0,Inactive
DTXSID3025881,"1,2-Phenylenediamine",95-54-5,GEYOCULIXLDCMW-UHFFFAOYSA-N,"Benzene-1,2-diamine",NC1=C(N)C=CC=C1,"InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",C6H8N2,108.144,108.068748,153,201.0,192.0,6.0,2,181/911,20.0,911.0,Inhibitor_very weak
DTXSID7020182,Bisphenol A,80-05-7,IISBACLAFKSPIT-UHFFFAOYSA-N,"4,4'-(Propane-2,2-diyl)diphenol",CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,"InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3",C15H16O2,228.291,228.115030,283,3850.0,212.0,287.0,1,270/1314,21.0,1314.0,Inhibitor_weak
DTXSID4026139,Thiocarbanilide,102-08-9,FCSHMCFRCYZTRQ-UHFFFAOYSA-N,"N,N'-Diphenylthiourea",S=C(NC1=CC=CC=C1)NC1=CC=CC=C1,"InChI=1S/C13H12N2S/c16-13(14-11-7-3-1-4-8-11)15-12-9-5-2-6-10-12/h1-10H,(H2,14,15,16)",C13H12N2S,228.31,228.072120,100,34.0,121.0,1.0,2,51/235,22.0,235.0,Inhibitor_very weak
DTXSID4028880,Triphenyl phosphates isopropylated,68937-41-7,,,[*]C(C)C.O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,,,, ,90,,,41.0,1,192/722,27.0,722.0,Inhibitor_very weak
DTXSID9026261,"Tris(1,3-dichloro-2-propyl) phosphate",13674-87-8,ASLWPAWFJZFCKF-UHFFFAOYSA-N,"Tris(1,3-dichloropropan-2-yl) phosphate",ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,"InChI=1S/C9H15Cl6O4P/c10-1-7(2-11)17-20(16,18-8(3-12)4-13)19-9(5-14)6-15/h7-9H,1-6H2",C9H15Cl6O4P,430.89,427.883912,195,38.0,89.0,23.0,1,292/1068,27.0,1068.0,Inhibitor_weak
DTXSID0021333,Tetramethylthiuram monosulfide,97-74-5,REQPQFUJGGOFQL-UHFFFAOYSA-N,"N,N,N',N'-Tetramethyltrithiodicarbonic diamide",CN(C)C(=S)SC(=S)N(C)C,InChI=1S/C6H12N2S3/c1-7(2)5(9)11-6(10)8(3)4/h1-4H3,C6H12N2S3,208.36,208.016262,114,11.0,100.0,7.0,2,173/628,28.0,628.0,Inhibitor_weak
DTXSID9025661,alpha-Methylstyrene,98-83-9,XYLMUPLGERFSHI-UHFFFAOYSA-N,(Prop-1-en-2-yl)benzene,CC(=C)C1=CC=CC=C1,"InChI=1S/C9H10/c1-8(2)9-6-4-3-5-7-9/h3-7H,1H2,2H3",C9H10,118.179,118.078250,165,16.0,122.0,12.0,2,6/235,3.0,235.0,Activator_weak
DTXSID0027486,Dimethyl chlorothiophosphate,2524-03-0,XFBJRFNXPUCPKU-UHFFFAOYSA-N,"O,O-Dimethyl phosphorochloridothioate",COP(Cl)(=S)OC,"InChI=1S/C2H6ClO2PS/c1-4-6(3,7)5-2/h1-2H3",C2H6ClO2PS,160.55,159.951465,86,,66.0,,2,6/235,3.0,235.0,Inactive
DTXSID9040718,"2,5-Dimethoxy-4-chloroaniline",6358-64-1,YGUFQYGSBVXPMC-UHFFFAOYSA-N,"4-Chloro-2,5-dimethoxyaniline",COC1=CC(N)=C(OC)C=C1Cl,"InChI=1S/C8H10ClNO2/c1-11-7-4-6(10)8(12-2)3-5(7)9/h3-4H,10H2,1-2H3",C8H10ClNO2,187.62,187.040006,78,,98.0,,2,16/624,3.0,624.0,Inhibitor_very weak
DTXSID5044734,2-[{2-[2-(Dimethylamino)ethoxy]ethyl}(methyl)amino]ethanol,83016-70-0,NCUPDIHWMQEDPR-UHFFFAOYSA-N,2-[{2-[2-(Dimethylamino)ethoxy]ethyl}(methyl)amino]ethan-1-ol,CN(C)CCOCCN(C)CCO,"InChI=1S/C9H22N2O2/c1-10(2)5-8-13-9-6-11(3)4-7-12/h12H,4-9H2,1-3H3",C9H22N2O2,190.287,190.168128,57,,36.0,,1,6/235,3.0,235.0,Inactive
DTXSID2026941,Chlorendic anhydride,115-27-5,FLBJFXNAEMSXGL-UHFFFAOYSA-N,"4,5,6,7,8,8-Hexachloro-3a,4,7,7a-tetrahydro-4,7-methano-2-benzofuran-1,3-dione",ClC1=C(Cl)C2(Cl)C3C(C(=O)OC3=O)C1(Cl)C2(Cl)Cl,"InChI=1S/C9H2Cl6O3/c10-3-4(11)8(13)2-1(5(16)18-6(2)17)7(3,12)9(8,14)15/h1-2H",C9H2Cl6O3,370.81,367.813510,92,,69.0,9.0,2,6/235,3.0,235.0,Inactive
DTXSID5027512,Bis[2-(dimethylamino)ethyl]ether,3033-62-3,GTEXIOINCJRBIO-UHFFFAOYSA-N,"2,2'-Oxybis(N,N-dimethylethan-1-amine)",CN(C)CCOCCN(C)C,"InChI=1S/C8H20N2O/c1-9(2)5-7-11-8-6-10(3)4/h5-8H2,1-4H3",C8H20N2O,160.261,160.157563,109,3.0,93.0,8.0,2,13/403,3.0,403.0,Inactive
DTXSID6022056,"1,3-Dichlorobenzene",541-73-1,ZPQOPVIELGIULI-UHFFFAOYSA-N,"1,3-Dichlorobenzene",ClC1=CC(Cl)=CC=C1,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,C6H4Cl2,147.0,145.969006,199,48.0,160.0,56.0,2,26/848,3.0,848.0,Inhibitor_very weak
