aid,aidtype,aidname,aiddesc,aidcomment,aidsrcid,aidsrcname,aidextid,depdate,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,ecs,repacxns,taxids,cellids,targettaxid,cnt,activecnt,anatomyid,anatomy,annotation
1179645,Literature-derived,Antagonist activity at progesterone receptor (unknown origin) expressed in human HepG2 cells assessed as reduction in progesterone-induced response at 10 uM by MMTV promoter-driven luciferase reporter gene assay,"Title: Triterpenes from Alisma orientalis act as androgen receptor agonists, progesterone receptor antagonists, and glucocorticoid receptor antagonists._||_Abstract: Alisma orientalis, a well-known traditional medicine, exerts numerous pharmacological effects including anti-diabetes, anti-hepatitis, and anti-diuretics but its bioactivity is not fully clear. Androgen receptor (AR), progesterone receptor (PR), and glucocorticoid receptor (GR) are three members of nuclear receptor superfamily that has been widely targeted for developing treatments for essential diseases including prostate cancer and breast cancer. In this study, two triterpenes, alisol M 23-acetate and alisol A 23-acetate from Alisma orientalis were determined whether they may act as androgen receptor (AR), progesterone receptor (PR), or glucocorticoid receptor (GR) modulators. Indeed, in the transient transfection reporter assays, alisol M 23-acetate and alisol A 23-acetate transactivated AR in dose-dependent manner, while they transrepressed the transactivation effects exerted by agonist-activated PR and GR. Through molecular modeling docking studies, they were shown to respectively interact with AR, PR, or GR ligand binding pocket fairly well. All these results indicate that alisol M 23-acetate and alisol A 23-acetate from Alisma orientalis might possess therapeutic effects through their modulation of AR, PR, and GR pathways.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2014_||_Volume: 24_||_Issue: 15_||_First Page: 3626_||_Last Page: 3632_||_DOI: 10.1016/j.bmcl.2014.05.039_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL3373126,20160521,20181005,70688546|70690607,160685434|160690904,5241,NULL,P06401,Curation Efforts|Research and Development,24915879,0,NULL,P06401,9606,27,NULL,2,NULL,NULL,NULL,NULL
1179647,Literature-derived,Antagonist activity at progesterone receptor (unknown origin) expressed in human HepG2 cells assessed as reduction in progesterone-induced response at 100 nM by MMTV promoter-driven luciferase reporter gene assay,"Title: Triterpenes from Alisma orientalis act as androgen receptor agonists, progesterone receptor antagonists, and glucocorticoid receptor antagonists._||_Abstract: Alisma orientalis, a well-known traditional medicine, exerts numerous pharmacological effects including anti-diabetes, anti-hepatitis, and anti-diuretics but its bioactivity is not fully clear. Androgen receptor (AR), progesterone receptor (PR), and glucocorticoid receptor (GR) are three members of nuclear receptor superfamily that has been widely targeted for developing treatments for essential diseases including prostate cancer and breast cancer. In this study, two triterpenes, alisol M 23-acetate and alisol A 23-acetate from Alisma orientalis were determined whether they may act as androgen receptor (AR), progesterone receptor (PR), or glucocorticoid receptor (GR) modulators. Indeed, in the transient transfection reporter assays, alisol M 23-acetate and alisol A 23-acetate transactivated AR in dose-dependent manner, while they transrepressed the transactivation effects exerted by agonist-activated PR and GR. Through molecular modeling docking studies, they were shown to respectively interact with AR, PR, or GR ligand binding pocket fairly well. All these results indicate that alisol M 23-acetate and alisol A 23-acetate from Alisma orientalis might possess therapeutic effects through their modulation of AR, PR, and GR pathways.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2014_||_Volume: 24_||_Issue: 15_||_First Page: 3626_||_Last Page: 3632_||_DOI: 10.1016/j.bmcl.2014.05.039_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL3373128,20160521,20220318,70688546|70690607,160685434|160690904,5241,NULL,P06401,Curation Efforts|Research and Development,24915879,0,NULL,P06401,9606,27,NULL,2,1,NULL,NULL,NULL
157438,Literature-derived,Relative binding affinity for progesterone receptor in a competitive radiometric binding assay relative to the affinity of R5020 as tracer,"Title: Progestin 16 alpha, 17 alpha-dioxolane ketals as molecular probes for the progesterone receptor: synthesis, binding affinity, and photochemical evaluation._||_Abstract: Chemical probes for steroid receptors have proven useful in providing molecular details about important hormone-receptor interactions. A series of progestin 16 alpha, 17 alpha-dioxolane ketals of acetophenone or substituted acetophenones that bind to the progesterone receptor (PgR) with comparable or higher affinities than the natural ligand, progesterone, have been prepared and evaluated as potential in vitro and in vivo probes for the progesterone receptor. p-Azidoacetophenone ketal 6, the tetrafluoro analog 8, and the p-(benzoyl)acetophenone ketal 9 demonstrate the required combination of high relative binding affinity (RBA) (6 = 15%, 8 = 14%, 9 = 6.6%, progesterone = 13%, R5020 = 100%) and photoinactivation efficiency (6 = 80%, 8 = 77%, 9 = 29% at 30 min) required for potential photoaffinity labeling reagents for the PgR. The synthesis of azide 6 has been modified to accommodate a palladium-catalyzed tritium gas hydrogenolysis of an iodoaryl precursor in the final stage of the synthetic sequence; this procedure has been verified by hydrogenation. In addition, the progestin p-fluoroacetophenone ketal 10 was selected for preparation in fluorine-18-labeled form, on the basis of its high affinity for the PgR (RBA = 53%). Fluorine-18-labeled progestins may be evaluated as potential diagnostic imaging agents for PgR-positive breast tumors. The radiochemical syntheses and further biochemical results with the fluorine-18-labeled ketal 10 and the tritium-labeled aryl azide 6 will be presented in an accompanying paper and elsewhere.",Journal: J. Med. Chem._||_Year: 1993_||_Volume: 36_||_Issue: 9_||_First Page: 1111_||_Last Page: 1119_||_DOI: 10.1021/jm00061a001_||_Target ChEMBL ID: CHEMBL2596_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL763364,20100521,20200703,5994|102011|11740874|44268805|44268808|44268846|44268888|44268925|44268949|44268950|44268974|44268977|44268983,103175465|103175469|103175520|103175568|103175608|103175613|103175650|103175653|103175683|103175688|103175702|160687275|160692730,25154,NULL,Q63449,Curation Efforts|Research and Development,8387596,0,NULL,Q63449,10116,NULL,NULL,13,NULL,NULL,NULL,NULL
162607,Literature-derived,Efficacy for progesterone receptor relative to progesterone,"Title: Preparation, resolution, and biological evaluation of 5-aryl-1, 2-dihydro-5H-chromeno[3,4-f]quinolines: potent, orally active, nonsteroidal progesterone receptor agonists._||_Abstract: Two potent nonsteroidal progestins from the 5-aryl-1, 2-dihydro-5H-chromeno[3,4-f]quinoline class (LG120746 and LG120747) were selected for scale-up, resolution, and biological evaluation of the purified enantiomers. For each quinoline, the levorotatory enantiomer was determined to be the more potent agonist of the human progesterone receptor isoform B (hPR-B) (EC50 < 3 nM), but the dextrorotatory enantiomers retained significant PR modulatory activity (EC50 < 200 nM). In two in vivo rodent models of progestational activity, a pregnancy maintenance assay and a uterine wet weight assay, the two eutomers displayed potent progesterone-like effects. In a third model for progestational activity, the mammary end bud assay, these compounds were significantly less active. These studies demonstrate that certain members of this class of selective progesterone receptor modulators display encouraging and potentially useful tissue-selective progestational effects.",Journal: J. Med. Chem._||_Year: 1998_||_Volume: 41_||_Issue: 15_||_First Page: 2779_||_Last Page: 2785_||_DOI: 10.1021/jm980190c_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL763124,20100524,20200704,9845022|10503046|10622122,103306608|103306644|103323890,5241,NULL,P06401,Curation Efforts|Research and Development,9667968,0,NULL,P06401,9606,NULL,NULL,3,NULL,NULL,NULL,NULL
1179644,Literature-derived,Agonist activity at progesterone receptor (unknown origin) expressed in human HepG2 cells assessed as relative luciferase activity at 20 uM by MMTV promoter-driven luciferase reporter gene assay relative to progesterone,"Title: Triterpenes from Alisma orientalis act as androgen receptor agonists, progesterone receptor antagonists, and glucocorticoid receptor antagonists._||_Abstract: Alisma orientalis, a well-known traditional medicine, exerts numerous pharmacological effects including anti-diabetes, anti-hepatitis, and anti-diuretics but its bioactivity is not fully clear. Androgen receptor (AR), progesterone receptor (PR), and glucocorticoid receptor (GR) are three members of nuclear receptor superfamily that has been widely targeted for developing treatments for essential diseases including prostate cancer and breast cancer. In this study, two triterpenes, alisol M 23-acetate and alisol A 23-acetate from Alisma orientalis were determined whether they may act as androgen receptor (AR), progesterone receptor (PR), or glucocorticoid receptor (GR) modulators. Indeed, in the transient transfection reporter assays, alisol M 23-acetate and alisol A 23-acetate transactivated AR in dose-dependent manner, while they transrepressed the transactivation effects exerted by agonist-activated PR and GR. Through molecular modeling docking studies, they were shown to respectively interact with AR, PR, or GR ligand binding pocket fairly well. All these results indicate that alisol M 23-acetate and alisol A 23-acetate from Alisma orientalis might possess therapeutic effects through their modulation of AR, PR, and GR pathways.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2014_||_Volume: 24_||_Issue: 15_||_First Page: 3626_||_Last Page: 3632_||_DOI: 10.1016/j.bmcl.2014.05.039_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL3373125,20160521,20181005,70688546|70690607,160685434|160690904,5241,NULL,P06401,Curation Efforts|Research and Development,24915879,0,NULL,P06401,9606,27,NULL,2,NULL,NULL,NULL,NULL
1179646,Literature-derived,Antagonist activity at progesterone receptor (unknown origin) expressed in human HepG2 cells assessed as reduction in progesterone-induced response at 1 uM by MMTV promoter-driven luciferase reporter gene assay,"Title: Triterpenes from Alisma orientalis act as androgen receptor agonists, progesterone receptor antagonists, and glucocorticoid receptor antagonists._||_Abstract: Alisma orientalis, a well-known traditional medicine, exerts numerous pharmacological effects including anti-diabetes, anti-hepatitis, and anti-diuretics but its bioactivity is not fully clear. Androgen receptor (AR), progesterone receptor (PR), and glucocorticoid receptor (GR) are three members of nuclear receptor superfamily that has been widely targeted for developing treatments for essential diseases including prostate cancer and breast cancer. In this study, two triterpenes, alisol M 23-acetate and alisol A 23-acetate from Alisma orientalis were determined whether they may act as androgen receptor (AR), progesterone receptor (PR), or glucocorticoid receptor (GR) modulators. Indeed, in the transient transfection reporter assays, alisol M 23-acetate and alisol A 23-acetate transactivated AR in dose-dependent manner, while they transrepressed the transactivation effects exerted by agonist-activated PR and GR. Through molecular modeling docking studies, they were shown to respectively interact with AR, PR, or GR ligand binding pocket fairly well. All these results indicate that alisol M 23-acetate and alisol A 23-acetate from Alisma orientalis might possess therapeutic effects through their modulation of AR, PR, and GR pathways.",Journal: Bioorg. Med. Chem. Lett._||_Year: 2014_||_Volume: 24_||_Issue: 15_||_First Page: 3626_||_Last Page: 3632_||_DOI: 10.1016/j.bmcl.2014.05.039_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL3373127,20160521,20181005,70688546|70690607,160685434|160690904,5241,NULL,P06401,Curation Efforts|Research and Development,24915879,0,NULL,P06401,9606,27,NULL,2,NULL,NULL,NULL,NULL
1781499,Literature-derived,Potentiation of progesterone receptor B in progesterone-stimulated human Ishikawa cells assessed as induction of PRE/Luc transcriptional activity at 10 uM measured after 24 hrs by luciferase reporter gene assay relative to control,"Title: Secoiridoids from Dogwood (<i>Cornus officinalis</i>) Potentiate Progesterone Signaling._||_Abstract: The use of botanical dietary supplements for the alleviation of conditions such as hot flashes, premenstrual syndrome, and fertility is prolific worldwide. Estrogen and progesterone receptors (ER and PR) and their corresponding steroid hormones are critical for the relief of hot flashes and the treatment of patients who develop endometriosis, and these pathways can influence the development of endometrial, ovarian, and breast cancers. However, few studies have investigated or identified the natural product components in herbal supplements that act on the PR. In the current study, a new secoiridoid, demethoxy-cornuside (<b>1</b>), along with six known secoiridoids (<b>2</b>-<b>7</b>) were isolated from the twigs of dogwood (<i>Cornus officinalis</i>) by bioassay-guided isolation with a progesterone response element (PRE)/luciferase (Luc) reporter assay in Ishikawa cells. Four phytoprogestins (<b>1</b>, <b>2</b>, <b>6</b>, <b>7</b>) potentiated the effect of progesterone in the PRE/Luc assay. This study demonstrates that <i>C. officinalis</i> components might potentiate progesterone signaling in the presence of progesterone, which could modify progesterone receptor action in hormone-responsive tissues such as the uterus and mammary gland.",Journal: J Nat Prod_||_Year: 2021_||_Volume: 84_||_Issue: 9.0_||_First Page: 2612_||_Last Page: 2616_||_DOI: 10.1021/acs.jnatprod.1c00516_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL4841172,20220830,20220830,11228694|24752794|49862810|71451245,104238008|163316631|469806134|469816184,5241,NULL,P06401,Curation Efforts|Research and Development,34411479,0,NULL,P06401,9606,NULL,NULL,4,NULL,NULL,Uterus,NULL
32841,Confirmatory,Antagonistic potency to the human progesterone receptor measured in the T-47D alkaline phosphatase assay,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL642162,20100521,20220830,NULL,NULL,5241,NULL,P06401,Curation Efforts|Research and Development,8627601,0,NULL,P06401,9606,NULL,NULL,28,27,NULL,NULL,NULL
32843,Literature-derived,Antagonistic efficacy to the progesterone receptor measured in the T-47D alkaline phosphatase assay,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL642163,20100521,20181015,55245|5311505|9949772|9979395|10337245|10423330|10432143|10496255|10497270|10499308|10501542|10517398|10524606|10546095|10593144|10618033|10661117|10665612|10739308|10754393|10782276|10783127|10785305|10805958|10807828|10809583|10827013|11794088,103234147|103234606|103234644|103234670|103234671|103234693|103234736|103234737|103234738|103234752|103234778|103234795|103234796|103234846|103234876|103234877|103234921|103234922|103234953|103235086|103235087|103235107|103235133|103235134|103235160|123086577|136946112|163333410,5241,NULL,P06401,Curation Efforts|Research and Development,8627601,0,NULL,P06401,9606,NULL,NULL,28,NULL,NULL,NULL,NULL
162470,Confirmatory,Binding affinity determined for human Progesterone receptor A isoform,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: H - Homologous protein target assigned_||_Confidence: Homologous single protein target assigned,43,ChEMBL,CHEMBL766188,20100521,20220830,NULL,NULL,5241,NULL,P06401,Curation Efforts|Research and Development,8627601,0,NULL,P06401,9606,NULL,NULL,30,28,NULL,NULL,NULL
162590,Literature-derived,Binding affinity for human Progesterone receptor A isoform; ND = Not determined,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL765828,20100521,20220318,5743|5757|44295844,103189263|103235389|104234229,5241,NULL,P06401,Curation Efforts|Research and Development,8627601,0,NULL,P06401,9606,NULL,NULL,3,NULL,NULL,NULL,NULL
162594,Confirmatory,Effective concentration against human Progesterone receptor B isoform expressed in CV-1 cells,"Title: Synthesis and biological activity of novel nonsteroidal progesterone receptor antagonists based on cyclocymopol monomethyl ether._||_Abstract: A novel class of nonsteroidal progesterone receptor antagonists has been synthesized and was shown to exhibit moderate binding affinity for hPR-A, the ability to inhibit the transcriptional activity of human progesterone receptor (hPR) in cell-based assays, and anti-progestational activity in a murine model. Cyclocymopol monomethyl ether, a component of the marine alga Cymopolia barbata was weakly active in random screening against PR. Investigations into the SAR surrounding the core of this natural product lead structure resulted in improved in vitro activity. In contrast to the cross-reactivity profiles observed with known steroidal antiprogestins, compounds of the general structural class described display a high degree of selectivity for the progesterone receptor and no functional activity on the glucocorticoid receptor.",Compounds with activity <= 10uM or explicitly reported as active by ChEMBL are flagged as active in this PubChem assay presentation._||_Journal: J. Med. Chem._||_Year: 1996_||_Volume: 39_||_Issue: 9_||_First Page: 1778_||_Last Page: 1789_||_DOI: 10.1021/jm950747d_||_Target ChEMBL ID: CHEMBL208_||_ChEMBL Target Name: Progesterone receptor_||_ChEMBL Target Type: SINGLE PROTEIN - Target is a single protein chain_||_Relationship Type: D - Direct protein target assigned_||_Confidence: Direct single protein target assigned,43,ChEMBL,CHEMBL765832,20100521,20220830,NULL,NULL,5241,NULL,P06401,Curation Efforts|Research and Development,8627601,0,NULL,P06401,9606,212,NULL,7,7,NULL,NULL,NULL
